animal,A -> A,"('what kind of animal that', 'Mother')","[0, ('your foot catch', 'Mother'), 'cat']",,
animal,A -> A,"('look at all the animal', 'Mother')","[1, ('a dog', 'Mother'), 'dog']",,
animal,A -> A,"('that not a animal', 'Mother')","[1, ('and the kitty cat', 'Mother'), 'cat']",,
animal,A -> A,"('I want you to take all those out and tell me what kinda animal they be', 'Mother')","[1, ('and there the little pig', 'Mother'), 'pig']",,
animal,A -> A,"('shall we do the farm animal', 'Mother')","[1, ('be that pig fun', 'Mother'), 'pig']",,
animal,A -> A,"('yes a animal call a zebra', 'Mother')","[1, ('be you sure that what cow say', 'Mother'), 'cow']",,
animal,A -> A,"('can you pick up Investigator_one toy for her and animal', 'Mother')","[1, ('boy it look pretty complicate Child', 'Mother'), 'cat']",,
animal,A -> A,"('these look like zoo animal', 'Mother')","[1, ('cow', 'Target_Child'), 'cow']","[3, ('you want a pig', 'Mother'), 'pig']",
animal,A -> A,"('what a fun animal', 'Mother')","[1, ('do you want to get dress to go see piglet', 'Mother'), 'pig']",,
animal,A -> A,"('do you know this animal', 'Mother')","[1, ('grab it like you do the dog', 'Mother'), 'dog']",,
animal,A -> A,"('a animal go around in a crate', 'Mother')","[1, ('I do mean with these I mean with this whole vacation', 'Father'), 'cat']",,
animal,A -> A,"('there no farm animal', 'Mother')","[1, ('I get a poodle dog and a collie dog and a pony and a cow that lie down', 'Mother'), 'dog']",,
animal,A -> A,"('there no farm animal', 'Mother')","[1, ('I get a poodle dog and a collie dog and a pony and a cow that lie down', 'Mother'), 'dog']","[1, ('I get a poodle dog and a collie dog and a pony and a cow that lie down', 'Mother'), 'cow']",
animal,A -> A,"('Badega be a little animal remember', 'Mother')","[1, ('I think that a glass of cow milk', 'Mother'), 'cow']",,
animal,A -> A,"('what kind of animal be at the zoo', 'Father')","[1, ('look the bunny eat the carrot', 'Father'), 'bunny']",,
animal,A -> A,"('okay let me put their animal up and get some other one', 'Father')","[1, ('medicine for the dog', 'Mother'), 'dog']",,
animal,A -> A,"('okay let me put their animal up and get some other one', 'Father')","[1, ('medicine for the dog', 'Mother'), 'dog']","[4, ('the turtle talk to the cat', 'Father'), 'cat']",
animal,A -> A,"('we put all the animal back in', 'Mother')","[1, ('moo say the cow', 'Mother'), 'cow']",,
animal,A -> A,"('we put all the animal back in', 'Mother')","[1, ('moo say the cow', 'Mother'), 'cow']","[4, ('put the baby cow with the big cow', 'Mother'), 'cow']",
animal,A -> A,"('those be farm animal', 'Investigator')","[1, ('night_night dog', 'Investigator'), 'dog']",,
animal,A -> A,"('here we get some more animal', 'Mother')","[1, ('now where the cow', 'Mother'), 'cow']",,
animal,A -> A,"('what kind of animal do you feel yesterday at school', 'Mother')","[1, ('okay catch it', 'Mother'), 'cat']",,
animal,A -> A,"('which animal have two', 'Mother')","[1, ('pig pig what have you bring me', 'Mother'), 'pig']",,
animal,A -> A,"('be there lots_of animal', 'Mother')","[1, ('right you hafta be care not to break your bunny bank you right', 'Mother'), 'bunny']",,
animal,A -> A,"('that not the cow jump over the moon what that animal we see at the zoo yesterday', 'Mother')","[1, ('take that and the dog too', 'Mother'), 'dog']",,
animal,A -> A,"('that not the cow jump over the moon what that animal we see at the zoo yesterday', 'Mother')","[1, ('take that and the dog too', 'Mother'), 'dog']","[2, ('that not the cow jump over the moon what that animal we see at the zoo yesterday', 'Mother'), 'cow']",
animal,A -> A,"('oh no all the animal be run away be they', 'Mother')","[1, ('that cat think it too cold', 'Investigator'), 'cat']",,
animal,A -> A,"('what other animal be on the box', 'Mother')","[1, ('the dog at the party too', 'Mother'), 'dog']",,
animal,A -> A,"('a animal could go there or there or there', 'Mother')","[1, ('the pig fence', 'Mother'), 'pig']",,
animal,A -> A,"('that where animal live', 'Mother')","[1, ('the pig say oink', 'Mother'), 'pig']",,
animal,A -> A,"('be the animal cold or warm now', 'Mother')","[1, ('the pig try to get out', 'Mother'), 'pig']",,
animal,A -> A,"('where do the rest of the animal go', 'Mother')","[1, ('they kinda like cow', 'Mother'), 'cow']",,
animal,A -> A,"('alright do you want to hear about the farm animal', 'Mother')","[1, ('three sing pig say', 'Mother'), 'pig']",,
animal,A -> A,"('where the animal live', 'Mother')","[1, ('we have get a cat with this one have we', 'Mother'), 'cat']",,
animal,A -> A,"('baby animal', 'Mother')","[1, ('what do a pig say', 'Mother'), 'pig']",,
animal,A -> A,"('animal should definite not wear clothing', 'Mother')","[1, ('what do the pig say', 'Mother'), 'pig']",,
animal,A -> A,"('you do real want to play with these animal do you', 'Mother')","[1, ('what the pig say', 'Mother'), 'pig']",,
animal,A -> A,"('do you want put more animal on the farm', 'Mother')","[1, ('where the baby cow go', 'Mother'), 'cow']",,
animal,A -> A,"('your necklace on your animal', 'Mother')","[1, ('who the big cat', 'Mother'), 'cat']",,
animal,A -> A,"('can you help me build a fence for the animal', 'Mother')","[1, ('you have a pig baby at home do you', 'Mother'), 'pig']",,
animal,A -> A,"('and both this little kitty cat and this little animal be both musician because he play the flute', 'Mother')","[2, ('and both this little kitty cat and this little animal be both musician because he play the flute', 'Mother'), 'cat']",,
animal,A -> A,"('animal do use pot except cat who live in the house use cat pot', 'Mother')","[2, ('animal do use pot except cat who live in the house use cat pot', 'Mother'), 'cat']",,
animal,A -> A,"('animal the dog be a animal', 'Mother')","[2, ('animal the dog be a animal', 'Mother'), 'dog']",,
animal,A -> A,"('but the main thing we get from farm animal be milk from a cow and egg from a chicken', 'Mother')","[2, ('but the main thing we get from farm animal be milk from a cow and egg from a chicken', 'Mother'), 'cow']",,
animal,A -> A,"('do you want a cow or do you want a different animal', 'Mother')","[2, ('do you want a cow or do you want a different animal', 'Mother'), 'cow']",,
animal,A -> A,"('dog be animal', 'Mother')","[2, ('dog be animal', 'Mother'), 'dog']",,
animal,A -> A,"('dog be animal', 'Mother')","[2, ('dog be animal', 'Mother'), 'dog']",,
animal,A -> A,"('huh there be all these animal around we could sing sing Old_Mcdonald with the pig', 'Mother')","[2, ('huh there be all these animal around we could sing sing Old_Mcdonald with the pig', 'Mother'), 'pig']",,
animal,A -> A,"('I do know if cow like that in particular but I think some other animal do', 'Mother')","[2, ('I do know if cow like that in particular but I think some other animal do', 'Mother'), 'cow']",,
animal,A -> A,"('it to catch animal to eat them', 'Mother')","[2, ('it to catch animal to eat them', 'Mother'), 'cat']",,
animal,A -> A,"('now you get two new animal a dog and a kangaroo', 'Mother')","[2, ('now you get two new animal a dog and a kangaroo', 'Mother'), 'dog']",,
animal,A -> A,"('oh be the cow look outside at the other animal', 'Mother')","[2, ('oh be the cow look outside at the other animal', 'Mother'), 'cow']",,
animal,A -> A,"('oh be you try to catch the animal', 'Mother')","[2, ('oh be you try to catch the animal', 'Mother'), 'cat']",,
animal,A -> A,"('this truck catch animal that be run around', 'Family_Friend')","[2, ('this truck catch animal that be run around', 'Family_Friend'), 'cat']",,
animal,A -> A,"('well animal do usual do that although cat and some animal do clean themselves up after they poop or pee in the pot', 'Mother')","[2, ('well animal do usual do that although cat and some animal do clean themselves up after they poop or pee in the pot', 'Mother'), 'cat']",,
animal,A -> A,"('what about cat and gorilla and giraffe those be all animal', 'Mother')","[2, ('what about cat and gorilla and giraffe those be all animal', 'Mother'), 'cat']",,
animal,A -> A,"('what animal do you see a cow say moo', 'Mother')","[2, ('what animal do you see a cow say moo', 'Mother'), 'cow']",,
animal,A -> A,"('can we put the farm animal in here', 'Mother')","[3, ('a pig yes', 'Mother'), 'pig']",,
animal,A -> A,"('all the animal go in there', 'Mother')","[3, ('be you gonna be a cat or a clown', 'Mother'), 'cat']",,
animal,A -> A,"('Gespard and Lisa you look like the extinct animal', 'Mother')","[3, ('bunny jump', 'Mother'), 'bunny']",,
animal,A -> A,"('a animal', 'Father')","[3, ('do I catch it', 'Father'), 'cat']",,
animal,A -> A,"('what kind of animal', 'Investigator')","[3, ('dog eat and watch tv all at the same time', 'Mother'), 'dog']",,
animal,A -> A,"('should we look at your animal book honey', 'Mother')","[3, ('dog', 'Mother'), 'dog']",,
animal,A -> A,"('what animal do he have on his boat', 'Mother')","[3, ('he gonna catch a bug', 'Mother'), 'cat']",,
animal,A -> A,"('do the animal that be patient there get feed every day', 'Mother')","[3, ('hearth and cattle okay let go to hearth and cattle', 'Mother'), 'cat']",,
animal,A -> A,"('a_lot_of different animal at the farm', 'Mother')","[3, ('hey should we have the cow go into the barn', 'Mother'), 'cow']",,
animal,A -> A,"('be you bring the animal up there', 'Investigator')","[3, ('hot dog', 'Mother'), 'dog']",,
animal,A -> A,"('and then the animal become nice to her', 'Mother')","[3, ('I glad she catch you', 'Mother'), 'cat']",,
animal,A -> A,"('well that for the animal', 'Mother')","[3, ('oh there the baby cow now', 'Mother'), 'cow']",,
animal,A -> A,"('which animal have three', 'Mother')","[3, ('pig pig what can I do with mud and a grunt and a oink', 'Mother'), 'pig']",,
animal,A -> A,"('should we make a fence so_that the animal do run away', 'Mother')","[3, ('pig right', 'Mother'), 'pig']",,
animal,A -> A,"('and put some animal inside', 'Mother')","[3, ('sure the cow could eat it', 'Mother'), 'cow']",,
animal,A -> A,"('you swing it open when you wanna put a animal in there', 'Mother')","[3, ('that a cow', 'Mother'), 'cow']",,
animal,A -> A,"('oh where the other farm animal', 'Mother')","[3, ('what be you do to the cat', 'Mother'), 'cat']",,
animal,A -> A,"('and how about all these animal', 'Investigator')","[3, ('where the bunny be he hide', 'Mother'), 'bunny']",,
animal,A -> A,"('what kind of animal be it', 'Mother')","[3, ('where the dog', 'Mother'), 'dog']",,
animal,A -> A,"('which animal will like to come and drink down at the pond', 'Mother')","[3, ('where the pig in the barrel', 'Mother'), 'pig']",,
animal,A -> A,"('which animal have four of the same', 'Mother')","[3, ('with a oink say the pig then it doze away', 'Mother'), 'pig']",,
animal,A -> A,"('should we put some animal in', 'Mother')","[3, ('yup you find a cow', 'Mother'), 'cow']",,
animal,A -> A,"('what other animal do we have here', 'Mother')","[4, ('and mom and baby cow', 'Mother'), 'cow']",,
animal,A -> A,"('what animal should we pick', 'Mother')","[4, ('be that the baby cow', 'Mother'), 'cow']",,
animal,A -> A,"('well that a special kind of block they have for animal that perform', 'Mother')","[4, ('be you fix the dog', 'Investigator'), 'dog']",,
animal,A -> A,"('I think the animal go in there', 'Mother')","[4, ('blow on it cow', 'Mother'), 'cow']",,
animal,A -> A,"('alright well be you do with your animal', 'Mother')","[4, ('bunny', 'Grandmother'), 'bunny']",,
animal,A -> A,"('will you like to put the animal in the barn', 'Mother')","[4, ('can you find a cow for mommy', 'Mother'), 'cow']",,
animal,A -> A,"('baby animal', 'Investigator')","[4, ('cow', 'Mother'), 'cow']",,
animal,A -> A,"('here let us go to the animal', 'Father')","[4, ('cow', 'Mother'), 'cow']",,
animal,A -> A,"('where should we put the animal', 'Mother')","[4, ('cow', 'Mother'), 'cow']",,
animal,A -> A,"('show him some of your animal', 'Mother')","[4, ('hey should we have the cow go into the barn', 'Mother'), 'cow']",,
animal,A -> A,"('be he go take a animal with him', 'Mother')","[4, ('hi Mr cow', 'Mother'), 'cow']",,
animal,A -> A,"('oh I know you want find the one with the animal', 'Mother')","[4, ('hm pig', 'Mother'), 'pig']",,
animal,A -> A,"('do you want put all the animal in the barn', 'Mother')","[4, ('in the dog', 'Investigator'), 'dog']",,
animal,A -> A,"('wanna go see the animal', 'Mother')","[4, ('it a special kind of dog', 'Investigator'), 'dog']",,
animal,A -> A,"('I do think there more animal', 'Mother')","[4, ('it be a cow', 'Mother'), 'cow']",,
animal,A -> A,"('what animal be in your picture you do want to say', 'Father')","[4, ('just just get into the category', 'Investigator'), 'cat']",,
animal,A -> A,"('well I think that all the animal', 'Mother')","[4, ('let the pig go out on the roof huh', 'Mother'), 'pig']",,
animal,A -> A,"('do you want to play with your animal puzzle', 'Mother')","[4, ('Mommy try to catch Auchela too but Auchela run very fast because he be a big dog', 'Mother'), 'dog']",,
animal,A -> A,"('do you want to play with your animal puzzle', 'Mother')","[4, ('Mommy try to catch Auchela too but Auchela run very fast because he be a big dog', 'Mother'), 'dog']","[4, ('Mommy try to catch Auchela too but Auchela run very fast because he be a big dog', 'Mother'), 'cat']",
animal,A -> A,"('can you make the animal go in the house', 'Mother')","[4, ('say the cow', 'Mother'), 'cow']",,
animal,A -> A,"('I tire of this one I mean I tire of this one all these animal let do this one tell me what this one be about', 'Investigator')","[4, ('that a dog', 'Investigator'), 'dog']",,
animal,A -> A,"('build a barn for the animal', 'Mother')","[4, ('that little kitty cat', 'Mother'), 'cat']",,
animal,A -> A,"('be you in with the animal', 'Mother')","[4, ('this little pig have', 'Mother'), 'pig']",,
animal,A -> A,"('for the animal', 'Mother')","[4, ('we could put the dog food in there', 'Investigator'), 'dog']",,
animal,A -> A,"('no wrong animal roar', 'Target_Adult')","[4, ('what do the cow say', 'Mother'), 'cow']",,
animal,A -> A,"('oh you not go put anymore animal on', 'Mother')","[4, ('what do the pig say', 'Mother'), 'pig']",,
animal,A -> A,"('these be animal', 'Father')","[4, ('you go catch it', 'Mother'), 'cat']",,
animal,A -> C,"('why do you put the animal in the barn', 'Mother')","[0, ('all the cow', 'Target_Child'), 'cow']",,
animal,A -> C,"('you have no more animal in your box', 'Mother')","[0, ('cow', 'Target_Child'), 'cow']",,
animal,A -> C,"('they lead him through many herd of animal until they final lose him', 'Mother')","[0, ('Daisy Daisy catch', 'Target_Child'), 'cat']",,
animal,A -> C,"('what little animal', 'Mother')","[0, ('dog', 'Target_Child'), 'dog']",,
animal,A -> C,"('do you remember these animal', 'Mother')","[0, ('dog', 'Target_Child'), 'dog']",,
animal,A -> C,"('what animal do you pet what animal do you pet on the farm', 'Father')","[0, ('for bunny rabbit', 'Target_Child'), 'bunny']",,
animal,A -> C,"('what be these animal', 'Mother')","[0, ('hi dog', 'Target_Child'), 'dog']",,
animal,A -> C,"('should we take all the animal out', 'Mother')","[0, ('I want put a cow', 'Target_Child'), 'cow']",,
animal,A -> C,"('oh how many nice animal you have', 'Mother')","[0, ('Mommy you catch it', 'Target_Child'), 'cat']",,
animal,A -> C,"('yes you gonna put the animal in there', 'Investigator')","[0, ('no that the elephant and the kitty cat', 'Target_Child'), 'cat']",,
animal,A -> C,"('there two animal on that one there one two three on that one', 'Mother')","[0, ('pig', 'Target_Child'), 'pig']",,
animal,A -> C,"('because animal do', 'Mother')","[0, ('that cat do want get a', 'Target_Child'), 'cat']",,
animal,A -> C,"('what animal do we see', 'Mother')","[0, ('the kitty cat tiny', 'Target_Child'), 'cat']",,
animal,A -> C,"('let see what other animal we see in here', 'Mother')","[0, ('then you make a kitty and a dog', 'Target_Child'), 'dog']",,
animal,A -> C,"('what kind of animal be that', 'Investigator')","[1, ('a man take a purse to back to the bunny and take a purse she mad', 'Target_Child'), 'bunny']",,
animal,A -> C,"('what this animal', 'Mother')","[1, ('cow', 'Target_Child'), 'cow']",,
animal,A -> C,"('these look like zoo animal', 'Mother')","[1, ('cow', 'Target_Child'), 'cow']",,
animal,A -> C,"('remember that little animal', 'Mother')","[1, ('dog', 'Target_Child'), 'dog']",,
animal,A -> C,"('what this animal', 'Mother')","[1, ('have no more dog', 'Target_Child'), 'dog']",,
animal,A -> C,"('should we put a animal in there', 'Mother')","[1, ('I need a cow', 'Target_Child'), 'cow']",,
animal,A -> C,"('they so many nice animal on this blanket that Bosa make', 'Mother')","[1, ('kitty cat cry', 'Target_Child'), 'cat']",,
animal,A -> C,"('do you see this animal', 'Mother')","[1, ('pat the kitty cat', 'Target_Child'), 'cat']",,
animal,A -> C,"('not too good on her animal', 'Mother')","[1, ('this be her dog', 'Target_Child'), 'dog']",,
animal,A -> C,"('what be that animal', 'Mother')","[1, ('you catch mommy', 'Target_Child'), 'cat']",,
animal,A -> C,"('well animal do usual do that although cat and some animal do clean themselves up after they poop or pee in the pot', 'Mother')","[2, ('well animal do usual do that although cat and some animal do clean themselves up after they poop or pee in the pot', 'Mother'), 'cat']","[4, ('I think maybe that cat be get smooth', 'Target_Child'), 'cat']",
animal,A -> C,"('let do the farm because they have different animal in here then we have in our set at home', 'Mother')","[3, ('a cow can go with it', 'Target_Child'), 'cow']",,
animal,A -> C,"('what animal be that', 'Mother')","[3, ('and another cow down', 'Target_Child'), 'cow']",,
animal,A -> C,"('let make them fun look animal', 'Mother')","[3, ('be the cat way', 'Target_Child'), 'cat']",,
animal,A -> C,"('they have some mean animal here', 'Mother')","[3, ('cow moo moo moo', 'Target_Child'), 'cow']",,
animal,A -> C,"('what kind of animal be that', 'Mother')","[3, ('daddy catch a fish', 'Target_Child'), 'cat']",,
animal,A -> C,"('oh it be a wild animal', 'Father')","[3, ('dog', 'Target_Child'), 'dog']",,
animal,A -> C,"('and that all the farm animal', 'Mother')","[3, ('dog', 'Target_Child'), 'dog']",,
animal,A -> C,"('you want to bring your animal to the farm', 'Mother')","[3, ('dog', 'Target_Child'), 'dog']",,
animal,A -> C,"('do you know what this animal be', 'Mother')","[3, ('I wanna take the play dough to piglet', 'Target_Child'), 'pig']",,
animal,A -> C,"('person use to take animal from one place to another', 'Mother')","[3, ('music on vacation', 'Target_Child'), 'cat']",,
animal,A -> C,"('letter on the back of the animal card', 'Mother')","[3, ('nine cow', 'Target_Child'), 'cow']",,
animal,A -> C,"('what animal', 'Mother')","[3, ('pig', 'Target_Child'), 'pig']",,
animal,A -> C,"('can animal go in the school bus', 'Father')","[3, ('that kitty cat', 'Target_Child'), 'cat']",,
animal,A -> C,"('or a animal hospital', 'Mother')","[3, ('the cat sick too', 'Target_Child'), 'cat']",,
animal,A -> C,"('many animal in the zoo', 'Mother')","[4, ('a pig', 'Target_Child'), 'pig']",,
animal,A -> C,"('all the animal wake up', 'Mother')","[4, ('baby cow', 'Target_Child'), 'cow']",,
animal,A -> C,"('byebye animal', 'Father')","[4, ('cat food', 'Target_Child'), 'cat']",,
animal,A -> C,"('well there be one monkey and two bear but there be three animal', 'Mother')","[4, ('cow', 'Target_Child'), 'cow']",,
animal,A -> C,"('of animal', 'Mother')","[4, ('dog food', 'Target_Child'), 'dog']",,
animal,A -> C,"('maybe the animal will like some too', 'Mother')","[4, ('dog', 'Target_Child'), 'dog']",,
animal,A -> C,"('Eeyore a boy what kind of animal', 'Investigator')","[4, ('no a dog can oh but then it', 'Target_Child'), 'dog']",,
animal,A -> C,"('well all the farm animal that live on our farm belong to us but the chick belong to its mother', 'Mother')","[4, ('no no what kind of dog food', 'Target_Child'), 'dog']",,
animal,A -> C,"('where be the animal', 'Mother')","[4, ('that pig', 'Target_Child'), 'pig']",,
animal,A -> C,"('let find the animal', 'Mother')","[4, ('the cat', 'Target_Child'), 'cat']",,
animal,A -> C,"('on the bus our teach tell us about some of the animal exhibit that we will see', 'Mother')","[4, ('the other cat will be green', 'Target_Child'), 'cat']",,
animal,C -> A,"('I get some new animal', 'Target_Child')","[0, ('a bunny_bing', 'Mother'), 'bunny']",,
animal,C -> A,"('and the animal', 'Target_Child')","[0, ('bunny', 'Grandmother'), 'bunny']",,
animal,C -> A,"('all the animal in here', 'Target_Child')","[0, ('do the pig go oink', 'Mother'), 'pig']",,
animal,C -> A,"('animal in', 'Target_Child')","[0, ('I think just a momma pig', 'Mother'), 'pig']",,
animal,C -> A,"('you find animal', 'Target_Child')","[0, ('it the cat in the hat', 'Mother'), 'cat']",,
animal,C -> A,"('a animal', 'Target_Child')","[0, ('pig yeh', 'Mother'), 'pig']",,
animal,C -> A,"('animal', 'Target_Child')","[0, ('that way the cow do get out', 'Mother'), 'cow']",,
animal,C -> A,"('those be animal', 'Target_Child')","[0, ('what be the dog do', 'Mother'), 'dog']",,
animal,C -> A,"('the animal game mom', 'Target_Child')","[0, ('yeah there one more cow', 'Mother'), 'cow']",,
animal,C -> A,"('animal cracker', 'Target_Child')","[0, ('you be a kitty cat be you', 'Mother'), 'cat']",,
animal,C -> A,"('look it all these animal do all those animal', 'Target_Child')","[0, ('you never drop the cat right', 'Father'), 'cat']",,
animal,C -> A,"('my animal do', 'Target_Child')","[0, (""where doggie_dog's tail"", 'Father'), 'dog']",,
animal,C -> A,"('what animal', 'Target_Child')","[1, ('and they catch another plane', 'Mother'), 'cat']",,
animal,C -> A,"('what else animal there', 'Target_Child')","[1, ('kurpa cat', 'Mother'), 'cat']",,
animal,C -> A,"('get those animal do go to zoo', 'Target_Child')","[1, ('shall we make the big dog chase the little dog', 'Mother'), 'dog']",,
animal,C -> A,"('I have some animal just like I have some animal', 'Target_Child')","[1, ('this be a man pig', 'Sibling'), 'pig']",,
animal,C -> A,"('look at the other animal', 'Target_Child')","[1, ('where the cat', 'Mother'), 'cat']",,
animal,C -> A,"('animal', 'Target_Child')","[1, ('you can open a pig', 'Mother'), 'pig']",,
animal,C -> A,"('and some animal can go here', 'Target_Child')","[3, ('be they nice dog', 'Mother'), 'dog']",,
animal,C -> A,"('I want some more animal', 'Target_Child')","[4, ('a cow', 'Mother'), 'cow']",,
animal,C -> A,"('animal friend', 'Target_Child')","[4, ('do you catch that', 'Mother'), 'cat']",,
animal,C -> A,"('do animal like pomegranate', 'Target_Child')","[4, ('Edna have to go get her kitty cat', 'Father'), 'cat']",,
animal,C -> C,"('and a animal', 'Target_Child')","[0, ('a cow', 'Target_Child'), 'cow']",,
animal,C -> C,"('more animal mom', 'Target_Child')","[0, ('get cow', 'Target_Child'), 'cow']",,
animal,C -> C,"('animal', 'Target_Child')","[0, ('pig', 'Target_Child'), 'pig']",,
animal,C -> C,"('animal', 'Target_Child')","[1, ('cow', 'Target_Child'), 'cow']",,
animal,C -> C,"('yeah that where the animal sit last night', 'Target_Child')","[1, ('oh and he he pull up the pig from you pull up the pig from from the train with a crank', 'Target_Child'), 'pig']",,
animal,C -> C,"('animal in', 'Target_Child')","[1, ('pig', 'Target_Child'), 'pig']",,
animal,C -> C,"('what animal', 'Target_Child')","[1, ('the cat head', 'Target_Child'), 'cat']",,
animal,C -> C,"('not never the animal', 'Target_Child')","[1, ('they be dog', 'Target_Child'), 'dog']",,
animal,C -> C,"('and dog be animal', 'Target_Child')","[2, ('and dog be animal', 'Target_Child'), 'dog']",,
animal,C -> C,"('no no dog be the animal of the week', 'Target_Child')","[2, ('no no dog be the animal of the week', 'Target_Child'), 'dog']",,
animal,C -> C,"('the animal doctor you make the cat', 'Target_Child')","[2, ('the animal doctor you make the cat', 'Target_Child'), 'cat']",,
animal,C -> C,"('animal', 'Target_Child')","[3, ('moo cow', 'Target_Child'), 'cow']",,
animal,C -> C,"('and there animal', 'Target_Child')","[4, ('I a cat I not Emily', 'Target_Child'), 'cat']",,
animal,C -> C,"('get a animal', 'Target_Child')","[4, ('the dog go to go in this water', 'Target_Child'), 'dog']",,
clothes,A -> A,"('we go put some clothes on him', 'Mother')","[0, ('it be suppose to be like somebody be shirt kind of', 'Mother'), 'shirt']",,
clothes,A -> A,"('let Daddy get his clothes on', 'Father')","[0, ('listen do you toot in your pants', 'Father'), 'pants']",,
clothes,A -> A,"('do you keep them on the clothes', 'Investigator')","[0, ('oh you have your name on the back of your shirt you have your name back here want to see your name', 'Investigator'), 'shirt']",,
clothes,A -> A,"('oh here clothes there one sock of yours', 'Mother')","[0, ('she do have a lobster on her shirt', 'Mother'), 'shirt']",,
clothes,A -> A,"('do mother goat buy fun clothes wear overcoat tugboat', 'Investigator')","[2, ('do mother goat buy fun clothes wear overcoat tugboat', 'Investigator'), 'coat']",,
clothes,A -> A,"('this be another clothes see it just like this shirt', 'Investigator')","[2, ('this be another clothes see it just like this shirt', 'Investigator'), 'shirt']",,
clothes,A -> A,"('you good clean up your clothes because I buy you three new short sleeve shirt just a little while ago and you have the one you have on', 'Mother')","[2, ('you good clean up your clothes because I buy you three new short sleeve shirt just a little while ago and you have the one you have on', 'Mother'), 'shirt']",,
clothes,A -> A,"('yeah there clothes up here', 'Mother')","[3, ('have a lobster on her shirt', 'Mother'), 'shirt']",,
clothes,A -> A,"('there be the clothes basket', 'Father')","[3, ('now gonna put your shirt on', 'Mother'), 'shirt']",,
clothes,A -> A,"('it get the wrinkle out_of clothes', 'Investigator')","[3, ('that for coat', 'Investigator'), 'coat']",,
clothes,A -> A,"('clothes yeah', 'Mother')","[4, ('can we put it back on your shirt', 'Mother'), 'shirt']",,
clothes,A -> A,"('let get some clothes for those big guy to wear tomorrow okay', 'Mother')","[4, ('okay take off your tee shirt bud and let find the sound clip', 'Mother'), 'shirt']",,
clothes,A -> A,"('you gotta tell Santa_Claus to bring the baby some clothes huh', 'Mother')","[4, ('that not a suit that a coat', 'Mother'), 'coat']",,
clothes,A -> C,"('where do these clothes come from', 'Investigator')","[3, ('Pat you do need your coat', 'Target_Child'), 'coat']",,
clothes,A -> C,"('I do think these clothes', 'Investigator')","[4, ('Pat you do need your coat', 'Target_Child'), 'coat']",,
clothes,A -> C,"('be we go give lots_of little clothes to the baby girl', 'Mother')","[4, ('Tinky_Winky shirt', 'Target_Child'), 'shirt']",,
clothes,C -> C,"('clothes', 'Target_Child')","[0, ('his coat on', 'Target_Child'), 'coat']",,
clothes,C -> C,"('put on clothes', 'Target_Child')","[3, ('shirt', 'Target_Child'), 'shirt']",,
clothes,C -> C,"('put dirty clothes in my wash machine', 'Target_Child')","[3, ('will you bring me a witch coat', 'Target_Child'), 'coat']",,
food,A -> A,"('it do real hold your food when you when you scoop it out', 'Mother')","[0, ('a banana too', 'Father'), 'banana']",,
food,A -> A,"('after I pick up all the food you throw on the floor', 'Mother')","[0, ('apple', 'Mother'), 'apple']",,
food,A -> A,"('be we go have_to go to the to get some food', 'Investigator')","[0, ('okay we take some apple out too', 'Investigator'), 'apple']",,
food,A -> A,"('because apart from hit Purdie food what else could happen', 'Mother')","[1, ('a for apple', 'Mother'), 'apple']",,
